movie_name,storyline,url
Chandu Champion,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.,https://www.imdb.com/title/tt27470893/
Paddington in Peru,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey.",https://www.imdb.com/title/tt5822536/
Cuckoo,A 17-year-old is forced to move with her family to a resort where things are not what they seem.,https://www.imdb.com/title/tt12349832/
Jackpot!,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot.",https://www.imdb.com/title/tt26940324/
Manjummel Boys,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back.",https://www.imdb.com/title/tt26458038/
Upgraded,"Ana, an ambitious intern at an art auction house in New York City, misrepresents herself to a handsome wealthy man as the director. As their romance develops, her deception creates challenges that threaten her career and relationship.",https://www.imdb.com/title/tt21830902/
Aavesham,Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.,https://www.imdb.com/title/tt26660021/
Lisa Frankenstein,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",https://www.imdb.com/title/tt21188080/
The Six Triple Eight,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time.",https://www.imdb.com/title/tt24458622/
Back to Black,"The life and music of singer Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.",https://www.imdb.com/title/tt21261712/
In a Violent Nature,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 70-year old crime, his body is resurrected and becomes hellbent on retrieving it.",https://www.imdb.com/title/tt30321146/
Attack on Titan: The Last Attack,"The fate of the world hangs in the balance as Eren unleashes the ultimate power of the Titans. With a burning determination to eliminate all who threaten Eldia, he leads an unstoppable army of Colossal Titans towards Marley.",https://www.imdb.com/title/tt33175825/
Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,https://www.imdb.com/title/tt23558280/
Merry Christmas,Two strangers meet on a fateful Christmas Eve. A night of delirious romance turns into a nightmare. Revealing anything more would be a crime.,https://www.imdb.com/title/tt15392282/
Hanu Man,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.,https://www.imdb.com/title/tt15433956/
Queer,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone.",https://www.imdb.com/title/tt24176060/
The Strangers: Chapter 1,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.",https://www.imdb.com/title/tt22050754/
Exhuma,The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,https://www.imdb.com/title/tt27802490/
Thelma,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",https://www.imdb.com/title/tt23778968/
Munjya,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches.",https://www.imdb.com/title/tt27995594/
Drive-Away Dolls,"Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals.",https://www.imdb.com/title/tt19356262/
Khel Khel Mein,Revolves around a group of friends who gather for a dinner and end up revealing secrets about each other.,https://www.imdb.com/title/tt27056012/
Article 370,"Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region.",https://www.imdb.com/title/tt30970235/
Here,"A generational story about families and the special place they inhabit, sharing in love, loss, laughter, and life.",https://www.imdb.com/title/tt18272208/
